29,Ethan,,3,125,"1
-",,,,,"1
6 min","1
10 min","2
-",,,,"1
109 min"
30,PicoloGiggle,,2,613,"1
-",,,,,"5
194 min","4
279 min",,,,,"14
-"
31,Jon McFee,,1,44,"1
44 min",,,,,,,,,,,
32,TheWind,,1,90,"2
70 min",,"1
-",,,,,,,,,
33,Spare 2,,1,294,,,,,,"1
294 min",,,,,,
34,AC,,0,0,,,,,,,,,,,,
34,Brian Zhang,,0,0,,,,,,,,,,,,
34,Huda Khan,,0,0,,,,,,,,,,,,
34,Leena Khan,,0,0,,,,,,,,,,,,
34,qqqsss,,0,0,,,,,,,,,,,,
34,riko,,0,0,,,,,,,,,,,,
34,Rohan,,0,0,,,,,,,,,,,,
34,rtms,,0,0,,,,,,,,,,,,
34,Spare 1,,0,0,,,,,,,,,,,,
34,Team RS2,,0,0,,,,,,,,,,,,
1,Cornell-7,,12,1117,"1
38 min","1
55 min","2
80 min","1
167 min","1
114 min","1
25 min","1
30 min","1
43 min","2
97 min","1
136 min","3
225 min","1
27 min"
2,Cornell-1,,10,720,"3
25 min","2
49 min","3
66 min",,"1
85 min","1
12 min","1
16 min","1
27 min","3
100 min","3
150 min","10
-","1
10 min"
3,Cornell Tech,,9,1190,"1
61 min","3
113 min","6
-","6
262 min","4
139 min","1
39 min","1
16 min","2
36 min","3
254 min","3
-",,"1
10 min"
4,Cornell-4,,8,750,"1
14 min","1
61 min","4
-","3
-","3
118 min","1
12 min","2
20 min","7
52 min","4
204 min","3
-",,"1
29 min"
5,Cornell-3,,8,1362,"4
122 min","1
-",,"1
207 min","4
217 min","1
46 min","1
55 min","5
92 min","3
263 min","5
-",,"2
100 min"
6,Cornell-6,,5,426,"1
94 min",,,,,"1
71 min","1
76 min","1
102 min",,,,"1
83 min"
7,Cornell-0,,0,0,,,,,,,,,,,,
7,Cornell-2,,0,0,,,,,,,,,,,,
7,Cornell-5,,0,0,,,,,,,,,,,,
7,Cornell-8,,0,0,,,,,,,,,,,,
7,Cornell-9,,0,0,,,,,,,,,,,,
1,McGill 151,,12,1102,"1
25 min","1
36 min","1
213 min","1
87 min","1
108 min","1
1 min","1
3 min","1
8 min","1
54 min","2
188 min","5
260 min","1
19 min"
2,McGill 7,,11,1056,"2
12 min","1
129 min","1
174 min","4
152 min","1
191 min","1
14 min","1
8 min","1
41 min","3
115 min","2
37 min","6
-","2
23 min"
3,McGill 3,,9,1288,"3
100 min","2
31 min",,"1
86 min","2
234 min","1
2 min","3
29 min","4
130 min","4
263 min",,,"5
93 min"
4,McGill 6,,9,1302,"2
74 min","2
236 min",,"1
126 min","3
182 min","2
7 min","1
11 min","5
77 min","6
262 min",,,"1
47 min"
5,McGill 36,,8,753,"3
40 min","3
78 min","6
-",,"1
215 min","1
2 min","1
9 min","1
22 min","5
183 min",,"4
-","1
44 min"
6,McGill 8,,8,949,"5
37 min","5
215 min","5
-",,"3
237 min","1
9 min","1
13 min","2
21 min","4
111 min",,,"1
26 min"
7,McGill 10,,8,1011,"3
82 min","3
107 min","1
-",,"3
202 min","1
2 min","1
26 min","1
33 min","8
261 min","2
-",,"1
38 min"
8,McGill 67,,7,835,"1
39 min",,"3
195 min",,"3
199 min","1
11 min","1
18 min","1
224 min",,"2
-",,"2
49 min"
9,McGill 32,,6,367,"1
68 min",,"4
-",,"1
53 min","1
16 min","1
26 min","1
-","1
167 min","2
-",,"1
37 min"
10,McGill 95,,6,532,"1
50 min",,"5
-",,"1
195 min","1
3 min","1
56 min","4
135 min",,"1
-",,"2
13 min"
11,McGill 35,,6,586,"3
57 min","4
285 min",,,,"1
2 min","1
29 min","1
51 min",,,,"3
22 min"
12,McGill 87,,6,616,"2
97 min",,,,"2
180 min","1
14 min","2
21 min","6
69 min","3
-",,,"1
75 min"
13,McGill 17,,6,793,"2
33 min","1
-",,,"2
247 min","1
72 min","1
14 min","5
192 min",,"1
-",,"2
95 min"
14,McGill 90,,5,427,"2
125 min",,,,,"2
8 min","1
62 min","3
79 min","1
-","3
-",,"2
53 min"
15,McGill 52,,5,598,"1
190 min",,,,"1
-","1
56 min","1
82 min","3
160 min",,,,"1
70 min"
16,McGill 31,,5,601,"6
48 min",,,"2
-",,"2
23 min","1
64 min","5
121 min",,,,"3
105 min"
17,McGill 38,,5,695,"2
170 min",,,,"1
-","1
9 min","1
17 min","6
288 min",,"2
-",,"2
71 min"
18,McGill 110,,5,706,"3
122 min",,,,,"2
33 min","2
59 min","4
192 min",,,,"2
140 min"
19,McGill 47,,5,838,"5
98 min",,,,,"1
63 min","1
125 min","8
201 min",,,,"2
111 min"
20,McGill 33,,5,839,"4
-","1
-",,,"6
246 min","1
40 min","5
67 min","1
175 min",,,,"3
91 min"
21,#69 YES,,5,932,"6
124 min",,,,,"1
4 min","1
135 min","6
260 min",,"4
-",,"3
169 min"
22,McGill 46,,5,1082,"5
170 min",,,,"1
-","1
8 min","4
78 min","7
137 min","1
-","9
-",,"10
249 min"
23,McGill 2,,5,1231,"6
237 min",,,,,"2
159 min","1
199 min","4
277 min",,,,"1
179 min"
24,McGill 11,,4,317,"3
134 min",,,,,"1
31 min","2
53 min","3
-",,,,"1
39 min"
25,McGill 59,,4,366,"3
-",,,,"3
-","1
16 min","4
84 min","1
136 min",,,,"1
70 min"
26,McGill 49,,4,367,"1
-",,,,,"1
25 min","2
65 min","2
142 min",,"1
-",,"3
55 min"
27,McGill 18: The gym bros,,4,398,"1
30 min","8
-",,,,"1
44 min","3
148 min","12
-",,,,"1
136 min"
28,McGill 40,,4,419,"8
-",,,,"3
167 min","1
41 min","2
68 min","3
-",,,,"1
83 min"
29,McGill 57,,4,434,"2
179 min",,,,,"1
9 min","3
69 min","27
-",,,,"3
77 min"
30,McGill 24,,4,444,"3
265 min",,,,,"1
10 min","1
22 min","2
-",,,,"3
67 min"
31,McGill 50,,4,483,"2
57 min","1
-",,,,"1
119 min","1
158 min","2
-","1
-",,,"1
129 min"
32,McGill 39,,4,492,"3
177 min",,,,,"1
42 min","2
54 min","4
-",,,,"3
119 min"
33,McGill 25,,4,497,"1
-","5
-",,,,"1
7 min","1
46 min","8
253 min",,,,"1
51 min"
34,McGill 63,,4,560,"12
-",,,,"3
293 min","2
5 min","3
54 min","2
-",,"4
-",,"1
108 min"
35,McGill 27,,4,587,"3
249 min",,,,,"1
50 min","3
71 min","1
-",,"5
-",,"1
137 min"
36,McGill 150,,4,590,"1
-","1
-",,,,"2
47 min","2
77 min","4
205 min",,"4
-",,"4
101 min"
37,McGill 65,,4,1138,"2
266 min",,,,,"1
269 min","1
278 min","2
285 min",,,,
38,McGill 106,,3,127,"3
-","1
-",,,,"1
29 min","1
42 min","5
-",,,,"1
56 min"
39,McGill 62,,3,128,,,,,"3
-","1
16 min","1
26 min",,"1
-",,,"3
46 min"
40,McGill 64,,3,137,"5
-",,,,,"1
5 min","1
32 min","4
-",,,,"2
80 min"
41,McGill 136,,3,163,"2
-",,,,,"1
39 min","1
48 min","3
-",,"1
-",,"1
76 min"
42,McGill 14,,3,204,"7
-",,,,,"1
29 min","2
16 min","7
-",,,,"3
99 min"
43,McGill 9,,3,229,"7
-",,,,,"1
28 min","1
75 min",,,,,"2
106 min"
44,McGill 56,,3,235,"5
-","5
-",,,,"1
61 min","2
72 min","4
-","1
-",,,"1
82 min"
45,McGill 16,,3,249,"2
-","2
-",,"2
-",,"1
74 min","1
53 min",,,,,"1
122 min"
46,McGill 53,,3,322,"5
-","5
-",,,,"1
9 min","1
141 min","7
-",,"5
-",,"3
132 min"
47,McGill 5,,3,332,,,,,"5
-","1
73 min","2
134 min",,,,,"1
105 min"
48,McGill 48,,3,345,"8
-",,,,"11
-","2
42 min","6
131 min","3
-",,,,"1
52 min"
49,McGill 22,,3,375,"1
-",,,,,"1
85 min","1
171 min","1
-",,,,"1
119 min"
50,McGill 28,,3,381,"9
-",,,,,"1
6 min","5
47 min","8
-",,"3
-",,"5
168 min"
51,McGill 30,,3,423,"2
-",,,,,"1
60 min","2
142 min","3
-",,,,"2
181 min"
52,McGill 76,,3,444,"1
268 min",,,,,"1
40 min","1
-","2
-",,,,"1
136 min"
53,McGill 44,,3,458,"4
-",,,,,"1
73 min","2
101 min","3
-",,,,"4
204 min"
54,McGill 41,,3,482,"2
-",,,,"2
-","1
33 min","6
299 min",,,"1
-",,"1
50 min"
55,McGill 102,,3,493,"9
-",,"1
-",,,"1
135 min","1
147 min","7
-",,"1
-",,"2
191 min"
56,McGill 20,,3,583,"5
-","1
-",,,,"1
119 min","1
219 min","6
-",,,,"2
225 min"
57,McGill 60,,3,605,"3
-",,,,,"2
127 min","1
216 min",,,,,"1
242 min"
58,McGill 42,,3,613,"6
-","2
-",,,,"1
55 min","5
96 min","9
-",,"2
-",,"6
282 min"
59,McGill 139,,3,734,"2
-","4
-",,,,"1
230 min","1
246 min",,,,,"1
258 min"
60,McGill 45,,2,136,,,,,,"3
5 min","6
-","4
-",,,,"3
51 min"
61,McGill 51,,2,205,"1
-",,,,,"1
13 min","7
72 min",,,,,"3
-"
62,McGill 29,,2,206,,,,,,"1
86 min","4
-","5
-",,"2
-",,"1
120 min"
63,McGill 37,,2,232,,,,,,"1
91 min","1
141 min","3
-",,"2
-",,"7
-"
64,McGill 145,,2,240,,,,,,"3
61 min","1
139 min",,,,,"4
-"
65,McGill 130,,2,273,,,"2
-",,,"1
11 min","8
-",,,,,"1
262 min"
66,McGill 34,,2,313,"1
-",,,,,"1
85 min","2
208 min",,,,,"4
-"
67,McGill 4,,2,354,,"1
-",,,,"2
125 min","2
189 min",,,,,"2
-"
68,McGill 26,,2,526,"12
269 min","2
-","1
-",,,"1
37 min","2
-","1
-",,,,
69,McGill 142,,2,559,,,,,,"1
267 min","6
-",,,,,"1
292 min"
70,McGill 137,,1,98,,,,,,"1
98 min",,"2
-",,,,
71,McGill 1,,0,0,,,,,,,,,,,,
71,McGill 100,,0,0,,,,,,,,,,,,
71,McGill 101,,0,0,,,,,,,,,,,,
71,McGill 103,,0,0,,,,,,,,,,,,
71,McGill 104,,0,0,,,,,,,,,,,,
71,McGill 105,,0,0,,,,,,,,,,,,
71,McGill 107,,0,0,,,,,,,,,,,,
71,McGill 114,,0,0,,,,,,,,,,,,
71,McGill 115,,0,0,,,,,,,,,,,,
71,McGill 12,,0,0,,,,,,,,,,,,
71,McGill 120,,0,0,,,,,,,,,,,,
71,McGill 122,,0,0,,,,,,,,,,,,
71,McGill 123,,0,0,,,,,,,,,,,,
71,McGill 124,,0,0,,,,,,,,,,,,
71,McGill 125,,0,0,,,,,,,,,,,,
71,McGill 127,,0,0,,,,,,,,,,,,
71,McGill 128,,0,0,,,,,,,,,,,,
71,McGill 129,,0,0,,,,,,,,,,,,
71,McGill 13,,0,0,,,,,,,,,,,,
71,McGill 131,,0,0,,,,,,,,,,,,
71,McGill 138,,0,0,,,,,,,,,,,,
71,McGill 140,,0,0,,,,,,,,,,,,
71,McGill 141,,0,0,,,,,,,,,,,,
71,McGill 143,,0,0,,,,,,,,,,,,
71,McGill 144,,0,0,,,,,,,,,,,,
71,McGill 146,,0,0,,,,,,,,,,,,
71,McGill 147,,0,0,,,,,,,,,,,,
71,McGill 15,,0,0,,,,,,,,,,,,
71,McGill 19,,0,0,,,,,,,,,,,,
71,McGill 21,,0,0,,,,,,,,,,,,
71,McGill 23,,0,0,,,,,,,,,,,,
71,McGill 43,,0,0,,,,,,,,,,,,
71,McGill 54,,0,0,,,,,,,,,,,,
71,McGill 55,,0,0,,,,,,,,,,,,
71,McGill 58,,0,0,,,,,,,,,,,,
71,McGill 61,,0,0,"2
-",,,,,,,,,,,
71,McGill 66,,0,0,,,,,,,,,,,,
71,McGill 68,,0,0,,,,,,,,,,,,
71,McGill 71,,0,0,,,,,,,,,,,,
71,McGill 72,,0,0,,,,,,,,,,,,
71,McGill 73,,0,0,,,,,,,,,,,,
71,McGill 74,,0,0,,,,,,,,,,,,
71,McGill 75,,0,0,,,,,,,,,,,,
71,McGill 77,,0,0,,,,,,,,,,,,
71,McGill 78,,0,0,,,,,,,,,,,,
71,McGill 79,,0,0,,,,,,,,,,,,
71,McGill 80,,0,0,,,,,,,,,,,,
71,McGill 81,,0,0,,,,,,,,,,,,
71,McGill 82,,0,0,,,,,,,,,,,,
71,McGill 83,,0,0,,,,,,,,,,,,
71,McGill 85,,0,0,,,,,,,,,,,,
71,McGill 86,,0,0,,,,,,,,,,,,
71,McGill 88,,0,0,,,,,,,,,,,,
71,McGill 89,,0,0,,,,,,,,,,,,
71,McGill 91,,0,0,,,,,,,,,,,,
71,McGill 92,,0,0,,,,,,,,,,,,
71,McGill 96,,0,0,,,,,,,,,,,,
71,McGill 97,,0,0,,,,,,,,,,,,
71,McGill 98,,0,0,,,,,,,,,,,,
71,McGill 99,,0,0,,,,,,,,,,,,
1,QAQ,,11,1511,"1
12 min","1
65 min","6
228 min","2
160 min","2
241 min","1
15 min","1
18 min","1
37 min","3
181 min","4
290 min",,"1
24 min"
2,LeonZhao,,10,943,"1
8 min","1
27 min","1
133 min","2
96 min","6
225 min","1
31 min","1
32 min","2
44 min","4
107 min",,"7
-","1
40 min"
3,Md Abedin,,9,790,"1
26 min","1
71 min","1
125 min",,"1
190 min","1
28 min","1
32 min","1
54 min","1
224 min",,,"1
40 min"
4,Named Team,,8,676,"1
9 min","5
79 min","3
241 min","1
147 min",,"1
12 min","1
15 min","1
32 min","6
-",,,"1
21 min"
5,(one)penguin,,8,1004,"2
27 min","6
184 min","1
253 min",,"1
287 min","1
3 min","1
17 min","1
41 min","1
-",,,"3
32 min"
6,GGGGG,,7,213,"1
14 min","1
39 min","7
-","1
66 min",,"1
5 min","1
8 min","3
23 min","3
-",,,"1
18 min"
7,Ryehbt,,7,614,"1
14 min","1
92 min",,"3
195 min",,"2
25 min","1
32 min","4
98 min",,,,"1
38 min"
8,NYU up,,7,656,"2
12 min","6
184 min","1
216 min",,,"1
16 min","1
20 min","2
41 min",,,"5
-","1
27 min"
9,NoBricking,,7,696,"2
21 min","1
118 min","3
-","1
-","1
264 min","1
27 min","1
35 min","5
88 min",,,,"1
43 min"
10,commadot,,6,350,"1
22 min","1
133 min",,,"1
-","1
33 min","1
39 min","1
72 min",,"1
-",,"1
51 min"
11,Pan,,6,602,"2
55 min","5
-","3
62 min","2
-","8
-","1
58 min","1
76 min","1
137 min",,,,"4
94 min"
12,fr0m_scratch,,5,475,"4
40 min","10
-","2
-",,,"1
43 min","2
57 min","3
95 min",,,,"3
80 min"
13,CYKACYKA,,5,1346,"2
219 min",,,,,"1
252 min","3
247 min","4
279 min",,,,"1
229 min"
14,teamname,,4,268,"2
73 min",,,,,"1
39 min","1
54 min",,,,,"1
82 min"
15,NYshadow3,,4,293,,,,,,"2
9 min","1
22 min","3
114 min",,,,"2
68 min"
16,Simple_tuck,,4,427,"5
-",,,,,"1
36 min","2
114 min","3
162 min",,,,"1
55 min"
17,HelloWorld,,4,1122,"1
-",,,,"9
229 min","4
80 min","7
150 min","30
-",,,,"11
123 min"
18,Kayess,,3,229,"4
49 min",,,,,"1
58 min","1
62 min",,,,,
19,yumyumchickenyumyum,,3,261,"4
-",,,,,"1
11 min","4
35 min","7
-",,,,"6
55 min"
20,hjshin,,3,297,"3
-",,,,,"1
85 min","2
115 min","6
-",,,,"1
77 min"
21,Wonder,,2,434,"3
101 min",,"3
-",,,"1
293 min",,,,,,
22,MattT,,2,453,,,,,,"1
89 min",,,,,,"5
284 min"
23,team john,,1,191,"3
-",,,,,"2
171 min",,,,,,"1
-"
24,rafa team,,1,256,"6
-",,,,,"1
256 min",,,,,,
25,114514,,0,0,,,,,,,,,,,,
25,ddzz,,0,0,,,,,,,,,,,,
25,dq2024,,0,0,,,,,,,,,,,,
25,HelloCPP,,0,0,,,,,,,,,,,,
25,Jchen5012,,0,0,,,,,,,,,,,,
25,John,,0,0,,,,,,,,,,,,
25,Ld,,0,0,,,,,,,,,,,,
25,lgtm,,0,0,,,,,,,,,,,,
25,lomein,,0,0,,,,,,,,,,,,
25,Lpl,,0,0,,,,,,,,,,,,
25,NpComplete,,0,0,,,,,,,,,,,,
25,NYCKL,,0,0,,,,,,,,,,,,
25,Panda,,0,0,,,,,,,,,,,,
25,patrick,,0,0,,,,,,,,,,,,
25,Poly-2,,0,0,,,,,,,,,,,,
25,RRR,,0,0,,,,,,,,,,,,
25,SpaceCowBoys,,0,0,,,,,,,,,,,,
25,TBD2,,0,0,"2
-",,,,,,,,,,,
25,Team_0,,0,0,,,,,,,,,,,,
1,fish,,10,756,"1
23 min","1
84 min","1
63 min","28+1
-","1
160 min","1
16 min","1
21 min","1
28 min","1
74 min","1
284 min",,"1
3 min"
2,gaming,,10,1269,"4
68 min","1
121 min","1
201 min",,"1
175 min","1
3 min","1
23 min","1
16 min","3
245 min","2
286 min",,"1
11 min"
3,TeamTeamTeam,,10,1488,"4
80 min","5
116 min","2
-","2
156 min","9
249 min","1
8 min","1
11 min","3
22 min","2
43 min","8
226 min","1
-","3
17 min"
4,yippie!,,6,574,"6
123 min",,"2
-",,"3
145 min","1
8 min","1
15 min","4
70 min","7
-","3
-",,"1
13 min"
5,Within Our Vicinity,,5,613,"2
59 min",,,,,"1
66 min","1
84 min","1
293 min",,,,"1
91 min"
6,BitMasters,,5,757,"5
94 min",,,"3
-","3
110 min","2
70 min","4
208 min","3
-",,"4
-",,"1
75 min"
7,Georg,,5,765,"4
96 min","1
-",,,,"2
15 min","3
54 min","10
276 min",,,,"1
24 min"
8,Little Bytes,,5,931,"14
204 min","4
-",,,"1
219 min","3
29 min","4
81 min","14
-",,"7
-",,"1
38 min"
9,CSA,,4,851,"1
67 min","1
-",,,,"1
166 min","3
263 min",,,"4
-",,"3
275 min"
10,WINRAR,,3,545,"4
-",,,,,"1
134 min","3
168 min","2
-",,,,"1
203 min"
11,Anogus,,0,0,,,,,,,,,,,,
11,Codehorses,,0,0,,,,,,,,,,,,
11,KrishG7,,0,0,,,,,,,,,,,,
11,oyku,,0,0,,,,,,,,,,,,
11,REM,,0,0,,,,,,,,,,,,
1,for(int j = 0; j < n; i++),,12,510,"3
44 min","1
49 min","1
37 min","1
13 min","2
66 min","1
0 min","1
9 min","1
16 min","2
28 min","2
61 min","1
81 min","1
6 min"
2,2/3 Tortellini,,12,716,"1
5 min","2
70 min","2
69 min","1
22 min","2
91 min","1
4 min","1
12 min","1
13 min","1
37 min","2
103 min","2
188 min","1
2 min"
3,UCLA Pappardelle,,11,856,"3
26 min","2
72 min","2
62 min","2
73 min","1
37 min","1
3 min","1
8 min","1
30 min","6
117 min","3
169 min","21
-","1
19 min"
4,UCLA Ziti,,11,1204,"4
28 min","2
156 min","1
70 min","1
104 min","1
109 min","1
23 min","2
43 min","2
32 min","4
74 min","6
257 min",,"2
8 min"
5,UCLA Burnt Ravioli,,11,1488,"3
22 min","2
50 min","5
100 min","6
163 min","5
184 min","2
8 min","1
12 min","5
38 min","8
106 min","1
206 min",,"2
19 min"
6,UCLA Rotini,,11,1637,"3
17 min","3
134 min","21
250 min","2
146 min","1
108 min","1
8 min","1
27 min","3
26 min","3
67 min","4
201 min","7
-","1
13 min"
7,UCLA Farfalle,,9,1265,"2
42 min","1
109 min","9
-","2
250 min","2
264 min","1
34 min","1
43 min","6
94 min","3
154 min",,,"2
55 min"
8,UCLA Fusilli,,8,1083,"3
80 min","4
275 min","1
-","2
90 min","2
-","1
51 min","1
8 min","6
22 min","4
228 min","3
-",,"2
29 min"
9,UCLA Caviatelli,,7,454,"2
46 min","2
133 min","4
-","3
-","1
147 min","1
13 min","1
18 min","2
31 min",,,,"1
6 min"
10,UCLA Orzo,,7,858,"2
109 min","1
166 min",,,"5
-","1
38 min","1
85 min","2
85 min","4
203 min",,,"1
72 min"
11,UCLA Bucatini,,7,2043,"12
271 min",,"28
260 min",,"2
295 min","1
14 min","3
112 min","4
93 min",,,,"4
58 min"
12,UCLA Gemelli,,6,369,"2
42 min","4
85 min","11
-",,,"1
20 min","3
30 min","1
48 min",,,,"1
24 min"
13,UCLA Pici,,6,808,"7
165 min","4
-",,,"5
172 min","1
20 min","1
43 min","3
107 min",,"2
-",,"1
61 min"
14,UCLA Burnt Macaroni,,6,1106,"8
257 min","1
-",,"3
-",,"1
19 min","1
26 min","4
244 min","2
231 min",,,"1
109 min"
15,UCLA Capellini,,5,299,"8
65 min",,"8
-",,"11
-","1
5 min","2
14 min","1
31 min","5
-",,,"2
4 min"
16,UCLA Burnt Spaghetti,,5,670,"16
-",,,,"2
243 min","1
14 min","1
92 min","7
111 min","10
-","4
-",,"1
70 min"
17,UCLA Manicotti,,5,702,"7
280 min","3
-",,,"2
-","1
19 min","1
21 min","6
124 min",,,,"1
38 min"
18,UCLA Conchiglie,,4,142,"2
41 min",,,,,"1
14 min","1
26 min",,,,,"2
21 min"
19,UCLA Rigatoni,,3,388,"10
-",,,,,"1
20 min","7
86 min","9
-",,,,"2
142 min"
20,UCLA Fregula,,3,756,"39
-",,,,,"1
36 min","12
209 min","12
-",,,,"4
231 min"
21,UCLA Garganelli,,0,0,,,,,,,,,,,,
21,UCLA Macaroni,,0,0,,,,,,,,,,,,
1,UCSD Fallen Star,,12,739,"1
39 min","1
53 min","3
129 min","1
74 min","2
95 min","1
4 min","1
22 min","1
27 min","3
31 min","1
91 min","1
66 min","1
8 min"
1,Aditya B,,12,1313,"1
3 min","1
31 min","2
55 min","1
124 min","1
112 min","1
5 min","1
9 min","1
18 min","11
246 min","4
157 min","4
200 min","1
13 min"
2,Andrew K,,11,1212,"1
6 min","1
33 min","1
49 min","1
170 min","1
60 min","1
8 min","2
13 min","1
18 min","9
260 min","9
243 min",,"1
12 min"
3,Anthony F,,11,1239,"4
15 min","1
49 min","9
168 min","1
199 min","2
108 min","1
7 min","1
17 min","1
23 min","1
163 min","1
230 min",,"1
20 min"
4,Zhenyuan X,,10,754,"1
10 min","2
66 min","1
97 min","1
201 min","1
120 min","1
13 min","1
18 min","1
33 min","1
151 min",,"7
-","1
25 min"
5,Justin W,,10,997,"1
8 min","8
124 min","2
83 min","7
-","1
110 min","1
1 min","1
4 min","1
18 min","4
145 min","3
232 min",,"1
12 min"
6,Bill L,,9,570,"1
11 min","1
48 min","1
77 min",,"1
102 min","1
13 min","1
16 min","1
28 min","3
215 min",,"1
-","1
20 min"
7,Elliot C,,9,748,"2
15 min","1
80 min","1
126 min",,"1
154 min","1
3 min","1
22 min","1
39 min","3
220 min",,,"1
29 min"
8,Hasti T,,9,852,"1
14 min","1
68 min","3
-",,"1
110 min","1
17 min","1
22 min","2
41 min","3
153 min","5
259 min",,"1
28 min"
9,Ethan Z,,9,1034,"3
16 min","2
82 min","7
280 min",,"2
108 min","1
5 min","1
3 min","1
41 min","1
253 min",,,"2
26 min"
10,Aaron C,,9,1101,"4
32 min","1
77 min","7
243 min",,"1
128 min","1
10 min","1
17 min","2
46 min","2
291 min",,,"1
37 min"
11,David W,,7,482,"2
17 min","1
75 min","8
-",,"5
190 min","1
19 min","1
23 min","1
32 min",,,,"1
26 min"
12,Kevin Y,,7,497,"3
7 min","1
52 min",,,"6
205 min","1
11 min","1
15 min","2
28 min",,,"6
-","1
19 min"
13,Rohan Gupta,,7,512,"1
13 min","5
103 min","19
-",,"2
195 min","1
6 min","1
17 min","2
36 min",,,,"1
22 min"
14,Chuyi W,,7,562,"1
9 min","4
121 min","8
-",,"3
241 min","1
12 min","1
15 min","2
26 min",,"1
-","2
-","1
18 min"
15,Freeman C,,6,383,"2
14 min","2
91 min",,,,"2
18 min","2
96 min","2
41 min",,,,"1
23 min"
16,Dennis Y,,6,659,"3
103 min",,,,"2
237 min","1
6 min","1
15 min","3
168 min",,,,"1
30 min"
17,Elwin C,,6,709,"2
110 min","3
-",,,"1
235 min","1
69 min","1
74 min","2
88 min",,,,"1
93 min"
18,Paul S,,6,932,"4
43 min","13
253 min",,,"1
-","1
18 min","1
33 min","5
99 min","1
-",,,"1
106 min"
19,Ming C,,5,283,"2
51 min","1
-","5
-",,,"1
13 min","2
37 min","2
61 min",,,,"2
41 min"
20,Jakub G,,5,432,"2
46 min","3
-",,"1
-","4
224 min","1
22 min","1
24 min",,"6
-",,,"2
16 min"
21,Xin Lei L,,5,547,"1
64 min","3
-",,,,"1
72 min","3
92 min","2
130 min",,,,"2
109 min"
22,Thomas Z,,5,578,"4
89 min",,,,,"1
29 min","1
103 min","1
178 min",,,,"1
119 min"
23,Shizhao Z,,5,1085,"8
105 min","2
-",,,,"3
70 min","2
118 min","14
202 min",,,,"1
130 min"
24,Jeff H,,4,265,"4
70 min",,,,,"1
24 min","1
30 min","2
-","6
-",,,"2
61 min"
25,Joey W,,4,819,"4
51 min",,"4
-",,,"1
207 min","2
214 min","2
-",,,,"2
247 min"
26,Godric U,,3,73,"5
-",,,"3
-",,"2
2 min","2
9 min","5
-",,,,"1
22 min"
27,Anna L,,3,330,"5
-",,,,"3
-","1
67 min","2
91 min",,,,,"3
112 min"
28,Taha S,,2,102,,,,,,"2
23 min","2
39 min",,,,,"4
-"
29,Omar Z,,2,124,,,,,,"1
37 min","5
-","3
-",,,,"1
87 min"
30,Jiacheng L,,1,24,"1
24 min",,,,,,,,,,,
31,Paul Ng,,0,0,,,,,,,,,,,,
31,Yeong J,,0,0,,,,,,,,,,,,
